category,description
football,RT @spencer_sandlin: Letü??s go USA!!??#worldcup
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @BBCMOTD: Only two goalkeepers in history have saved three penalties in a #WorldCup penalty shootout...Ricardo for #POR against #ENG iü??
football,RT @Sporf: ? One of these teams are GUARANTEED to be in the #WorldCup Final:?? Russia?? Croatia?? Denmark?? Sweden?? Switzerland ??ü??
football,RT @LFC: Dejan Lovren's Croatia side win 3-2 on penalties. ?#CRO 1-1 #DEN #WorldCup https://t.co/gDWNgSFEcb
football,This World Cup has been without a doubt the best football tournament in my lifetime. I'm actually so glad I'm unemployed right now. #WorldCup
football,RT @OptaJean: 3 - Danijel Subasic is only the 2nd goalkeeper to save 3 penalties in a shootout of a World Cup game after Ricardo ?? v Englaü??
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,Well that went down well with Billic #itvworldcup #worldcup
football,RT @LFC: Dejan Lovren's Croatia side win 3-2 on penalties. ?#CRO 1-1 #DEN #WorldCup https://t.co/gDWNgSFEcb
football,RT @SevillaFC_ENG: Keep your head up @simonkjaer1989 ?You did your club and your country proud at the #WorldCup ?? https://t.co/rA5uw1Fv80
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,"RT @FCBarcelona: ?? @ivanrakitic scores the winning penalty to send @HNS_CFF into the #WorldCup quarter-finals, where they'll face Russia!ü??"
football,RT @Squawka: Only two goalkeepers have saved three penalties in a #WorldCup penalty shoot-out: 1/7/2006: #POR's Ricardo vs. #ENG 1/7/20ü??
football,"RT @AJEnglish: For Parisü?? poor suburbs, thereü??s hope in Mbappe https://t.co/9OV6vTlsHJ #WorldCup #FRAARG"
football,RT @premierleague: Pure drama.Despite Kasper Schmeichel's heroics for #DEN &amp; Mathias Zanka becoming Huddersfield's first ever #WorldCup sü??
football,RT @unibet: #FRA v #ARG - seven of eight shots on target were goals. Guess who let the side down...? Griezmann? Di Maria? Mercado? Pavü??
football,An incredible day of #worldcup Catch #BrazilvsMexico &amp; #BelgiumvsJapan @tap_tavern tomorrow from 4pm https://t.co/BF1lrlvFPk
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @COED: Russia and Croatia advance after an epic day of #WorldCup action. Check out the updated bracket: https://t.co/0vpcJkH9G8 https://ü??
football,RT @SuperSportBlitz: Midfielder Andres Iniesta has announced his retirement from international football following Spain's loss to Russia inü??
football,RT @worldcupstarss: My man of the match#WorldCup#CRODEN https://t.co/s5meT70GNR
football,RT @Footy_JokesOG: ?? Kasper Schmeichel:Saves penalty in Extra TimeSaves 2 penalties in shootout.Still knocked out of the #WorldCupü??
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @Sporf: ?? Kasper Schmeichel vs Croatia:? Saves penalty in Extra Time? Saves 2 penalties in shootout.? Still knocked out of the #Wü??
football,"RT @henrywinter: Subasic outstanding, #cro kept their nerve but that is so unbelievably cruel on Kasper Schmeichel. #den keeper been absoluü??"
football,RT @LFCUSA: HE'S THROUGH ??Dejan and Croatia are on to the #WorldCup quarterfinals! https://t.co/uOtqn2R84M
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @ktaha60: A minute of silence for people whoü??re not into football  #CRODEN #WorldCup https://t.co/0MnbaXK8kq
football,"RT @Datzmenoni: Germany OutArgentina OutPortugal OutSpain Out 2nd Samuel 1:27 Oh, how the mighty heroes have fallen! Stripped of theiü??"
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @Sporf: ? Eliminated from #WorldCup?? Germany?? Argentina?? Portugal?? Spain ? Itü??s coming home. https://t.co/cKj3WCwyx9
football,RT @Squawka: Only two goalkeepers have saved three penalties in a #WorldCup penalty shoot-out: 1/7/2006: #POR's Ricardo vs. #ENG 1/7/20ü??
football,RT @Footy_JokesOG: This is the man who knocked Denmark out of #WorldCup https://t.co/xeuv5bzqg7
football,RT @iamscholes: 2 penalty shootouts in one day. Love when games have to be decided by penalties #WorldCup
football,#TheRabbit Proved  instrumental  compared to  #TheGoats@lukamodric10 #worldcup
football,RT @Jacob_S_Davis: Slaven Billic clearly not happy with his highlight reel...#WorldCup @itvfootball
football,Maybe Spain and Denmark will get participation trophies. #WorldCup
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @BBCMOTD: Only two goalkeepers in history have saved three penalties in a #WorldCup penalty shootout...Ricardo for #POR against #ENG iü??
football,"RT @InTheDarkIShine: Russia knocking off super powers right and left. First Hillary, now Spain #worldcup"
football,RT @WorIdCupUpdates: World Cup quarter-finals:?? France vs Uruguay ???? Russia vs Croatia ??#WorldCup https://t.co/ncsFZ6gLuW
football,RT @julzsherura: This #WorldCup has been Hold my beer moments all through.
football,RT @Sporf: ??????? @England's route to #WorldCup Final:Round of 16:?? ColombiaQuarter-Finals??Switzerland or ??Sweden Semi-Finals:ü??
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,Yesterday's loss:Messi ??CR ??Today:Iniesta ??Tomorrow:Neymar ??#WorldCup #WorldCup18
football,RT @joe1chehade: ?? is out ?? is out ?? is out ?? is out WHAT EVEN IS THIS WORLDCUP? #SpainVSRussia
football,"RT @Bosslogic: So close, yet so far... #WorldCup #Cristiano #Ronaldo #Messi https://t.co/OMLo4C8hmd"
football,RT @jaustinuche: CROATIA deserves to go through. What A Game! #CRODEN #WorldCup
football,RT @PaulCarrTM: ?? Croatiaü??s two #WorldCup quarterfinal appearances since 1998 (when Croatia was first eligible) are the same as each of thü??
football,RT @BBCSport: Two of the four #WorldCup quarter finals have been decided...6th July:3pm: #FRA v #URU 7th July: 7pm: #RUS v #CROStilü??
football,RT @FIFAWorldCup: Key stats: ? #RUS are only the second team to concede two own goals at a #WorldCup (after Bulgaria in 1966)? #ESP havü??
football,Teams qualify for the Quarter-Finals#FRA (06 JUL)  #URU#???   (06 JUL)  #???#???   (07 JUL)  #???#RUS (07 JUL)  #CRO#WorldCup #Rusia2018  #Russia2018 https://t.co/vHdXoLKqb6
football,Somebody told me yesterday that soccer was boring. LOL. #WorldCup
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @IndyFootball: Andres Iniesta retires from international duty immediately after Spain are knocked out of #WorldCup 2018: https://t.co/Yvü??
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,What's better than a world cup game going to penalties? Two fucking games OMFFGG!!!! ?????? #WorldCup #WorldCup2018  #WorldCupRussia2018 #Worldcup2018Russia #SpainVSRussia #CroatiavsDenmark #penalties #soccer #futbol #f??tbol
football,"Slavan Bilic is such a miserable tit.So what, your reactions were recorded and replayed. Don't be a dick about it, you supported Croatia as expected, no one will have a go for being biased.#WorldCup"
football,RT @getbigred: .@Volkswagen just pushing their cars on all the #worldcup games TV ads. Just ignore that they lied to their customers for yeü??
football,RT @OptaJohan: 5 - Croatia - Denmark is the first penalty shoot-out with five penalties saved by the goalkeeper in #WorldCup history. Heroeü??
football,RT @Squawka: Only two goalkeepers have saved three penalties in a #WorldCup penalty shoot-out: 1/7/2006: #POR's Ricardo vs. #ENG 1/7/20ü??
football,Blimey ? #ENG #WorldCup https://t.co/B4Uo9y13Nn
football,RT @shimatey: RECORD: 5 penalties missed in a shoot out at the #WorldCupYugoslavia-Argentina 1990Spain-Republic of Ireland 2002England-Pü??
football,But he buckled under the pressure for consistency?#CRODEN #WorldCup https://t.co/uGKjue9ZZ9
football,RT @Sporf: ?? Kasper Schmeichel vs Croatia:? Saves penalty in Extra Time? Saves 2 penalties in shootout.? Still knocked out of the #Wü??
football,RT @SBNation: After two days of the #WorldCup Round of 16: OUT: ? Argentina? Portugal? Spain? DenmarkMoving on: ? France? Uruguayü??
football,RT @Footy_JokesOG: ?? Kasper Schmeichel:Saves penalty in Extra TimeSaves 2 penalties in shootout.Still knocked out of the #WorldCupü??
football,"RT @OptaJoe: 1 - Croatia have qualified for their first World Cup quarter-final since 1998, when they went on to finish third in the tournaü??"
football,RT @DaleJohnsonESPN: One of these nations will be in the #WorldCup final two weeks today:Colombia ??Croatia ??Denmark ??Englandü??
football,RT @SoccerCooligans: This really is the greatest World Cup of all time.No one has a clue wtf is going to happen and itü??s amazing#worldcü??
football,That anyone will watch this Crotia vs  Denmark game and describe it as boring is funny. To some ppl every draw game is boring. I saw some of the best control of the ball today from both sides. #CRODEN #WorldCup
football,Well done Russia and Croatia #WorldCup #RUS #CRO
football,RT @Squawka: Goals scored at the #WorldCup by club:Huddersfield Town: 1Bayern Munich: 0???? https://t.co/rKQ2TzJo10
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @BBCMOTD: One of these nations will be in the #WorldCup final on July 15th:#RUS #CRO #DEN #SWE #SUI #COL #ENG How about that?ü??
football,RT @barstoolsports: Game. Croatia. #WorldCup https://t.co/O8XGrvFfrP
football,"RT @LCFC: A save from the spot in extra-time and two in the shootout, but #DEN exit the #WorldCup as Croatia win 3-2 on penalties. Commisü??"
football,RT @Squawka: Only two goalkeepers have saved three penalties in a #WorldCup penalty shoot-out: 1/7/2006: #POR's Ricardo vs. #ENG 1/7/20ü??
football,"RT @henrywinter: Subasic outstanding, #cro kept their nerve but that is so unbelievably cruel on Kasper Schmeichel. #den keeper been absoluü??"
football,RT @haveigotnews: Russia secure most unexpected victory since 2016.#WorldCup https://t.co/V29ZBwYyz9
football,I see #Russia winning this #WorldCup from the #VAR room https://t.co/NUyxiBYShm
football,RT @WCGoalz: World Cup quarter-finals so far:?? France vs Uruguay ???? Russia vs Croatia ??#WorldCup https://t.co/OL5sCP9Xrr
football,RT @Footy_JokesOG: ?? Kasper Schmeichel:Saves penalty in Extra TimeSaves 2 penalties in shootout.Still knocked out of the #WorldCupü??
football,RT @Squawka: Only two goalkeepers have saved three penalties in a #WorldCup penalty shoot-out: 1/7/2006: #POR's Ricardo vs. #ENG 1/7/20ü??
football,RT @KhaledBeydoun: Give both goalkeepers the man of the match award.  #WorldCup
football,The United Nation just named July 1st as International Goalkeeper Day. #WorldCup https://t.co/JXjcljoFS3
football,@stipemiocic #CRO #WorldCup will you be able to properly enjoy the match Saturday before another successful defense? #ANDSTILL
football,RT @melbale9: Feel a little bit sorry for Denmark particularly schmeichel saving a penalty to get to penalties only to have your team matesü??
football,Hope Brazil v Mexico is a cracker tomorrow #WorldCup
football,RT @FlFAWC2018: Peter Schmeichel reacting to his sons penalty save is one of the best moments in this #WorldCup #CRODEN https://t.co/CH7Q8uü??
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,RT @MrFilmkritik: Germany: outArgentina: outPortugal: outSpain: outBrazil: *nervous laughter*#WorldCup #ESPRUS #ESP
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @Sporf: ??????? @England's route to #WorldCup Final:Round of 16:?? ColombiaQuarter-Finals??Switzerland or ??Sweden Semi-Finals:ü??
football,RT @LaLigaEN: ?? @Vrsaljko ?? @lukamodric10 ?? @ivanrakitic ?? @Mateo_Kova23 Croatia book their place in the #WorldCup quarter-finalsü??
football,"RT @HNS_CFF: ?????? Congratulations to #Croatia, who survives a late penalty drama to reach the @FIFAWorldCup quarterfinals stage!#CRO #Bü??"
football,Gosh #LoveIsland after sun is on now then #WORLDCUP highlights when am I supposed to shower and wash my hair AND DRY it??!!
football,"RT @SimplyUtd: Father like son, the passion???? #WorldCup https://t.co/0HqPCuDAUu"
football,RT @fczenit_en: Russia through to the quarters and Sergio Ramos is crying.BEST. WORLD. CUP. EVER!#ESPRUS #WorldCup https://t.co/m1fuaflAZL
football,"Another day of drama, 2 penalty shootouts, #CRO and #RUS held their nerves to make it through to the quarter-finals. #WorldCup"
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,"RT @henrywinter: Subasic outstanding, #cro kept their nerve but that is so unbelievably cruel on Kasper Schmeichel. #den keeper been absoluü??"
football,RT @FIFAWorldCup: There's definitely a game on when we come back.#ESPRUS // #WorldCup https://t.co/0v7mfGl96P
football,RT @fczenit_en: Russia through to the quarters and Sergio Ramos is crying.BEST. WORLD. CUP. EVER!#ESPRUS #WorldCup https://t.co/m1fuaflAZL
football,RT @WorldSportsBet: PENALTY SHOOTOUT ü?? Croatia 0-1-1-0-1Denmark 0-1-1-0-0Whoa!We've never seen so many saves!Croatia win the PENALTü??
football,RT @TaylorTwellman: Welcome Dear. #WorldCup https://t.co/qpSGzIv659
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @GracenoteLive: RECORD: 5 penalties missed in a shoot out at the #WorldCupYugoslavia-Argentina 1990Spain-Republic of Ireland 2002Englü??
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,Schmeichel great saves and didnü??t even mess up his hair #WorldCup #DEN #Schmeichel
football,RT @paddypower: Latest #WorldCup betting after the weekend's action:7/2 #FRA7/2 #BRA5/1 #CRO11/2 #ENG6/1 #BEL14/1 #URU18/1 #COL18/ü??
football,"RT @OptusSport: What a roller coaster ride that was!And it's all thanks to the man of the moment, Kasper Schmeichel.What a fantastic saü??"
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,"Congratulations, #Croatia/#Hrvatska, on making it to the #QuarterFinals!I've been rooting for you since your first game this #WorldCup!Now give Russia hell, make it to the Final, and take home the Cup!"
football,"RT @OptaJoe: 1 - Croatia have qualified for their first World Cup quarter-final since 1998, when they went on to finish third in the tournaü??"
football,There were five penalties missed during the shoot-out of #CRO vs. #DEN. No penalty shoot-out in #WorldCup history has seen more unsuccessful attempts from the spot. https://t.co/TR08ff21lY
football,#WorldCup 2018: Croatia secures Quarterfinals Spot after 3 ü?? 2 Penalties win over?òDenmark https://t.co/6n8q7rDvuM https://t.co/FGbe2867d5
football,RT @WhistleSport1: Spain's record against host nations at the #WorldCup:1934 vs. #ITA: 1-11934 vs. #ITA: 0-11950 vs. #BRA: 1-62002 vs.ü??
football,Bilic was well pissed when they showed us his reactions ? #WorldCup #CRODEN
football,RT @ChampionsLeague: ?? The key player for Brazil on Monday? ?#UCL #WorldCup https://t.co/kOnFaNhlfC
football,RT @realmadriden: ?? Croatia 1-1 ?? Denmark (3-2 pens)?? @lukamodric10? @Mateo_Kova23? Two more madridistas to quarter finals#WorldCupü??
football,RT @barstoolsports: Game. Croatia. #WorldCup https://t.co/O8XGrvFfrP
football,One of the greatest penalty shootouts Iü??ve ever seen in the #WorldCupDonü??t think we will ever see anything like that! 5 Freaking saves!!!! Thatü??s crazy!! https://t.co/PZI2HwGza1
football,RT @thelivesoccer_: Croatia join Russia in the Quarter finals of the #WorldCup after winning 3-2 in a thrilling penalty shootout https://t.ü??
football,RT @Footy_Vines: David De Gea at the #WorldCup... https://t.co/GS1jG4R6hI
football,"RT @FCBarcelona: ?? @ivanrakitic scores the winning penalty to send @HNS_CFF into the #WorldCup quarter-finals, where they'll face Russia!ü??"
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @Pschmeichel1: Is this a coincidence??? ????? #WorldCup https://t.co/xCzmzFAHPW
football,RT @XollyMnyandu: WATCH IT #DateMyFamily  #relationships #relationshipgoals #LoveIslandAftersun #xollymnyandu #xollyspacemedia  #WorldCup #ü??
football,"RT @HNS_CFF: ?????? Congratulations to #Croatia, who survives a late penalty drama to reach the @FIFAWorldCup quarterfinals stage!#CRO #Bü??"
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @SpursOfficial: ?? Heartbreak for @ChrisEriksen8 as Denmark exit the #WorldCup after a penalty shootout defeat to Croatia. https://t.co/ü??
football,That was outrageous! ?? and ?? keepers were amazing today!   #CRODEN #HistoryMaker #WorldCup
football,RT @Squawka: Only two goalkeepers have saved three penalties in a #WorldCup penalty shoot-out: 1/7/2006: #POR's Ricardo vs. #ENG 1/7/20ü??
football,So #WorldCup QF it might have 7 European countries and 1 south American country or either 6 European and an Asian country as well as South American country. Can't wait for tomorrow straight.
football,Slav looking a tad pissed off there ... could be an interesting commercial break #ITV #CRO #WorldCup
football,"Surely no other nation's fans wastes so much time pondering who their team MIGHT play IF their team wins the next knockout match, which they've only done twice since 1990. #England #WorldCup #WorldCup2018"
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @worldcupstarss: My man of the match#WorldCup#CRODEN https://t.co/s5meT70GNR
football,RT @FootbalIStuff: ? - One of the best pictures of the #WorldCup. https://t.co/WkqZ1L9Jnc
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @Sporf: ?? Kasper Schmeichel vs Croatia:? Saves penalty in Extra Time? Saves 2 penalties in shootout.? Still knocked out of the #Wü??
football,"RT @xtinap1: Subasic &amp; Schmeichel deserve all the credits for tonight, both are amazing goalkeepers ???  #CRODEN #WorldCup"
football,"#CRODEN What a game it was !!! Haven't witnessed a crazier game like this before.Well done #DEN &amp; #CRO , especially the goalies of both teams.#WorldCup #Memorable https://t.co/JIgmw0BnZl"
football,RT @BrentfordFC: ?? Henrik's #WorldCup comes to a heart-breaking end after a penalty shootout defeat to Croatia tonightYou've done us proü??
football,This #WorldCup has been Hold my beer moments all through.
football,RT @Footy_JokesOG: Peter Schmeichel in the stands watching his son saving Penalty #WorldCup https://t.co/A3zKxP0SqW
football,Shoot-outs are the most intense moments in all of sports #wow #WorldCup
football,RT @TruthInsideOut: Morgan Freeman Thinks the Muslim Call to Prayer is One of the Most Beautiful Sounds in the WorldChat now: https://t.coü??
football,Subasic entering the dressing room after the match like: #WorldCup #AlphaMedia #CRODAN https://t.co/2pEMYstdOa
football,RT @Bundesliga_EN: Bring on the hosts ? ?? #WorldCup #CRODEN https://t.co/S7RzuhLHPg
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @Footy_WAGs: #WorldCup Come on #CRO  ? https://t.co/OJeZTUYymE
football,"England will never have a better chance of reaching the #WorldCup final than needing to beat Colombia; Switzerland or Sweden; and Russia or Croatia. The problem is those teams will be thinking the same, with our countryü??s name in place of theirs. #Eng"
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @BBCMOTD: ?The end of an era. Andres Iniesta confirms his retirement after #ESP exit the #WorldCup https://t.co/jJHNWqvIOH
football,"RT @1stCentral: To celebrate the #ThreeLions making it into the last 16 of the #WorldCup, we've jumbled up one of our player's names. Can yü??"
football,RT @IndyFootball: ?? Russia?? Croatia?? Denmark?? Sweden?? Switzerland ?? Colombia??????? EnglandOne of them will be in the #WorldCü??
football,"RT @IndyFootball: Only two goalkeepers have saved three penalties in a #WorldCup penalty shootout:?? Ricardo (vs. England, 2006)?? Danijü??"
football,RT @KnoxTainment: Some French Squad Players and their Heritage :Paul Pogba - GuineaSamuel Umtiti - CameroonN'Golo Kante - MaliBlaisü??
football,"RT @kennymunro: Not now, Nacho. #SPARUS #ESPRUS #WorldCup #worldcup2018 #Worldcup2018Russia https://t.co/GQ6OpDyakG"
football,RT @Squawka: Six players have now scored for #CRO at the 2018 #WorldCup: ?? Luka Modric?? Ivan Rakitic?? Ante Rebic?? Ivan Perisic??ü??
football,Croatia vs. Denmark: World Cup 2018 Live - The New York Times https://t.co/bArj2n7QKb #WorldCup #FIFAWorldCup #soccer #FIFA #Football #Russia2018 #FIFAWorldCup2018 #Worldcup2018 #CroatiavsDenmark #Croatia #Denmark #CRO #DEN #CRODEN
football,RT @fussballerisch: French commentatorsü?? reaction to Pavardü??s goal is priceless.#FRA #FRAARG #WorldCup https://t.co/JCFx1uoE6C
football,RT @Dloading: France or Belgium winning  #WorldCup
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,"RT @ChampionsLeague: Much to enjoy on Saturday for France ??, Uruguay ?? ... &amp; Paris Saint-Germain.#UCL #WorldCup https://t.co/Ak20QuuuRH"
football,RT @EASPORTSFIFA: Goalkeepers duel.#CRO narrowly defeats #DEN in penalties and move on to the quarterfinals!#WorldCup https://t.co/pGMpü??
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,Retweeted FIFA World Cup ? (@FIFAWorldCup):Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/MpUR9DKZjj https://t.co/YtZrF4dKO4
football,RT @HNS_CFF: ?????PS @ivanrakitic SCOREEEEEEEEEEEEEEEEEEES#CRODEN #WorldCup #Vatreni?
football,"RT @FIFAWorldCup: However, with Mario Mandzukic's effort hitting the back of the net on 3:37, it does beat that game as the fastest occasioü??"
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
